�Ͻ�,��ձ��,�������,�ְ����,�ϰ�����(mm),�ִ� ǳ��(m/s),��� ǳ��(m/s),�ּ� ������(%),��� ������(%),��� �������(hPa),��� �ظ���(hPa),�հ� �����ð�(hr),�հ� �ϻ緮(MJ/m2),��� ���(1/10),��� ����µ�,1���� ��� ��ü��,2���� ��� ��ü��,3���� ��� ��ü��,��� ��ü��
2015-08-26,21.9 ,18.9 ,25.3 ,0.0 ,6.2 ,2.9 ,50.0 ,68.4 ,995.6 ,1005.4 ,3.6 ,11.4 ,8.5 ,22.3 ,4678 ,7337 ,7639 ,9949 
2015-08-27,24.7 ,21.2 ,30.0 ,0.0 ,5.2 ,3.1 ,29.0 ,61.1 ,996.9 ,1006.6 ,12.2 ,21.8 ,1.9 ,27.3 ,9949 ,4678 ,7337 ,9093 
2015-08-28,23.2 ,19.0 ,28.1 ,0.3 ,4.3 ,1.7 ,46.0 ,69.4 ,998.3 ,1008.1 ,6.8 ,12.6 ,5.0 ,24.7 ,9093 ,9949 ,4678 ,8316 
2015-08-29,24.4 ,19.0 ,30.8 ,0.0 ,4.6 ,1.7 ,32.0 ,65.8 ,999.0 ,1008.7 ,10.7 ,17.3 ,1.3 ,28.4 ,8316 ,9093 ,9949 ,6635 
2015-08-30,24.9 ,19.9 ,31.0 ,0.0 ,5.3 ,1.6 ,35.0 ,65.9 ,1000.7 ,1010.5 ,10.6 ,18.1 ,1.3 ,29.4 ,6635 ,8316 ,9093 ,7532 
2015-08-31,25.9 ,21.0 ,31.2 ,0.0 ,4.6 ,1.9 ,37.0 ,62.9 ,1001.7 ,1011.4 ,8.8 ,16.2 ,3.8 ,28.8 ,7532 ,6635 ,8316 ,7674 
2015-09-01,25.9 ,22.6 ,30.7 ,0.0 ,5.3 ,3.4 ,41.0 ,59.4 ,1000.4 ,1010.1 ,8.3 ,16.9 ,7.4 ,28.3 ,7674 ,7532 ,6635 ,5831 
2015-09-02,23.9 ,22.0 ,27.7 ,0.5 ,6.7 ,2.1 ,58.0 ,72.8 ,1001.7 ,1011.5 ,3.3 ,8.7 ,8.5 ,26.1 ,5831 ,7674 ,7532 ,4541 
2015-09-03,23.9 ,19.8 ,28.2 ,18.0 ,5.3 ,2.3 ,48.0 ,75.1 ,1001.0 ,1010.8 ,10.2 ,16.1 ,4.1 ,25.7 ,4541 ,5831 ,7674 ,4794 
2015-09-04,24.8 ,20.6 ,30.7 ,0.0 ,5.0 ,2.2 ,36.0 ,68.5 ,1001.9 ,1011.7 ,8.4 ,15.1 ,5.0 ,25.0 ,4794 ,4541 ,5831 ,5408 
2015-09-05,21.9 ,19.4 ,23.6 ,5.0 ,5.9 ,2.1 ,72.0 ,79.8 ,999.1 ,1009.0 ,0.0 ,5.1 ,9.4 ,23.5 ,5408 ,4794 ,4541 ,7523 
2015-09-06,22.2 ,19.3 ,26.2 ,0.0 ,6.3 ,3.7 ,47.0 ,60.4 ,997.9 ,1007.8 ,6.5 ,14.4 ,4.8 ,22.8 ,7523 ,5408 ,4794 ,4481 
2015-09-07,22.6 ,16.8 ,28.7 ,0.0 ,4.5 ,2.4 ,34.0 ,52.9 ,1002.8 ,1012.7 ,12.2 ,20.4 ,0.5 ,23.5 ,4481 ,7523 ,5408 ,4242 
2015-09-08,22.7 ,16.2 ,28.9 ,0.0 ,5.0 ,3.2 ,22.0 ,43.6 ,1006.1 ,1016.0 ,12.3 ,21.4 ,0.0 ,25.2 ,4242 ,4481 ,7523 ,4475 
2015-09-09,22.4 ,15.3 ,30.1 ,0.0 ,5.9 ,2.9 ,28.0 ,42.9 ,1006.5 ,1016.4 ,12.0 ,20.5 ,0.4 ,25.8 ,4475 ,4242 ,4481 ,3880 
2015-09-10,22.4 ,17.0 ,28.4 ,0.0 ,5.3 ,2.4 ,41.0 ,62.3 ,1004.0 ,1013.9 ,11.9 ,19.7 ,0.9 ,26.8 ,3880 ,4475 ,4242 ,3629 
2015-09-11,21.0 ,16.8 ,24.4 ,2.5 ,4.4 ,2.1 ,56.0 ,76.4 ,1000.2 ,1010.1 ,1.8 ,7.4 ,9.3 ,23.4 ,3629 ,3880 ,4475 ,3675 
2015-09-12,19.2 ,15.5 ,24.0 ,0.0 ,4.8 ,1.9 ,29.0 ,60.4 ,999.8 ,1009.8 ,5.8 ,11.8 ,7.9 ,22.4 ,3675 ,3629 ,3880 ,4924 
2015-09-13,20.2 ,15.2 ,26.0 ,0.0 ,4.9 ,2.6 ,27.0 ,54.1 ,1006.7 ,1016.7 ,11.9 ,20.1 ,0.5 ,23.9 ,4924 ,3675 ,3629 ,4670 
2015-09-19,22.3 ,17.0 ,29.0 ,0.0 ,5.4 ,2.4 ,30.0 ,58.3 ,1003.6 ,1013.5 ,11.5 ,17.5 ,2.6 ,26.4 ,3089 ,2987 ,3822 ,3493 
2015-09-20,22.1 ,17.9 ,28.3 ,0.0 ,4.6 ,2.0 ,39.0 ,69.0 ,1002.3 ,1012.2 ,7.7 ,13.6 ,4.5 ,24.7 ,3493 ,3089 ,2987 ,3452 
2015-09-21,22.6 ,16.5 ,29.4 ,0.0 ,4.0 ,1.5 ,28.0 ,62.1 ,1004.3 ,1014.2 ,10.0 ,14.1 ,0.4 ,25.8 ,3452 ,3493 ,3089 ,3704 
2015-09-22,23.9 ,18.0 ,31.0 ,0.0 ,3.6 ,1.8 ,25.0 ,48.4 ,1005.3 ,1015.2 ,11.2 ,17.1 ,0.5 ,26.7 ,3704 ,3452 ,3493 ,3825 
2015-09-23,22.0 ,19.0 ,26.1 ,0.0 ,3.2 ,1.7 ,42.0 ,57.9 ,1000.9 ,1010.7 ,2.1 ,7.2 ,6.6 ,22.7 ,3825 ,3704 ,3452 ,4074 
2015-09-24,23.4 ,17.5 ,30.6 ,0.0 ,4.3 ,1.9 ,28.0 ,56.4 ,997.6 ,1007.4 ,10.3 ,16.2 ,3.0 ,26.5 ,4074 ,3825 ,3704 ,3084 
2015-09-25,23.4 ,19.0 ,29.8 ,0.0 ,4.9 ,2.5 ,34.0 ,56.5 ,997.6 ,1007.4 ,9.5 ,14.8 ,2.9 ,26.9 ,3084 ,4074 ,3825 ,3192 
2015-09-26,22.4 ,17.9 ,28.0 ,0.0 ,4.3 ,1.8 ,28.0 ,54.5 ,1001.2 ,1011.1 ,11.0 ,14.5 ,1.9 ,25.4 ,3192 ,3084 ,4074 ,3533 
2015-09-27,21.9 ,14.2 ,29.8 ,0.0 ,4.2 ,1.9 ,15.0 ,39.4 ,1004.9 ,1014.8 ,11.2 ,17.5 ,0.0 ,24.6 ,3533 ,3192 ,3084 ,3155 
2015-09-28,21.4 ,15.5 ,28.3 ,0.0 ,4.8 ,1.6 ,20.0 ,39.6 ,1009.4 ,1019.4 ,5.6 ,11.2 ,5.8 ,22.2 ,3155 ,3533 ,3192 ,3593 
2015-09-29,22.1 ,15.9 ,28.2 ,0.0 ,4.8 ,2.3 ,21.0 ,36.6 ,1013.5 ,1023.4 ,9.4 ,17.1 ,3.4 ,25.2 ,3593 ,3155 ,3533 ,3842 
2015-09-30,21.3 ,19.4 ,26.2 ,0.0 ,4.6 ,2.6 ,30.0 ,45.3 ,1010.9 ,1020.9 ,3.7 ,9.7 ,8.9 ,24.9 ,3842 ,3593 ,3155 ,4161 
2015-10-01,16.3 ,10.7 ,19.7 ,35.0 ,8.2 ,3.6 ,48.0 ,77.5 ,993.0 ,1003.0 ,0.0 ,1.7 ,8.3 ,17.8 ,4161 ,3842 ,3593 ,3169 
2015-10-02,16.5 ,8.6 ,21.5 ,0.0 ,8.6 ,3.7 ,31.0 ,53.5 ,1003.5 ,1013.6 ,10.5 ,14.1 ,2.8 ,16.4 ,3169 ,4161 ,3842 ,980 
2015-10-03,19.2 ,13.3 ,24.5 ,0.0 ,6.5 ,3.8 ,23.0 ,49.4 ,1008.2 ,1018.3 ,10.2 ,15.9 ,4.5 ,19.7 ,980 ,3169 ,4161 ,5026 
2015-10-04,16.6 ,11.2 ,22.4 ,0.0 ,4.1 ,1.8 ,23.0 ,38.9 ,1015.9 ,1026.1 ,8.9 ,12.4 ,6.3 ,17.1 ,5026 ,980 ,3169 ,2571 
2015-10-05,18.0 ,11.0 ,25.6 ,0.0 ,4.9 ,1.9 ,22.0 ,49.4 ,1013.3 ,1023.5 ,11.0 ,16.3 ,0.1 ,17.9 ,2571 ,5026 ,980 ,2453 
2015-10-06,18.7 ,12.1 ,26.3 ,0.0 ,5.0 ,1.9 ,24.0 ,57.5 ,1010.8 ,1020.9 ,10.5 ,15.1 ,0.0 ,18.5 ,2453 ,2571 ,5026 ,1902 
2015-10-07,19.6 ,14.1 ,25.7 ,0.0 ,3.5 ,1.4 ,42.0 ,67.5 ,1007.4 ,1017.4 ,6.9 ,11.9 ,4.8 ,19.1 ,1902 ,2453 ,2571 ,2386 
2015-10-08,20.1 ,15.7 ,26.4 ,0.0 ,5.2 ,2.3 ,24.0 ,61.1 ,1001.8 ,1011.8 ,9.8 ,14.5 ,3.9 ,21.2 ,2386 ,1902 ,2453 ,1959 
2015-10-09,16.2 ,12.8 ,20.5 ,0.0 ,6.0 ,3.7 ,17.0 ,43.8 ,1000.7 ,1010.8 ,10.8 ,16.5 ,0.8 ,19.1 ,1959 ,2386 ,1902 ,1935 
2015-10-10,12.8 ,10.4 ,17.2 ,3.5 ,5.3 ,2.2 ,46.0 ,70.9 ,999.7 ,1009.9 ,2.2 ,4.7 ,8.6 ,15.6 ,1935 ,1959 ,2386 ,1466 
2015-10-11,10.8 ,8.1 ,14.4 ,3.5 ,6.1 ,2.4 ,50.0 ,72.6 ,1002.1 ,1012.5 ,1.5 ,6.0 ,6.8 ,12.6 ,1466 ,1935 ,1959 ,560 
2015-10-12,12.3 ,8.2 ,17.9 ,0.0 ,7.1 ,2.7 ,35.0 ,56.5 ,1007.1 ,1017.4 ,10.6 ,15.2 ,2.3 ,14.0 ,560 ,1466 ,1935 ,394 
2015-10-13,15.0 ,7.8 ,21.3 ,0.0 ,6.7 ,2.5 ,30.0 ,66.4 ,1009.7 ,1019.9 ,10.1 ,13.8 ,0.8 ,14.7 ,394 ,560 ,1466 ,898 
2015-10-14,17.1 ,10.9 ,24.5 ,0.0 ,3.7 ,1.6 ,26.0 ,64.6 ,1010.3 ,1020.4 ,9.2 ,14.1 ,0.1 ,17.0 ,898 ,394 ,560 ,1524 
2015-10-15,17.9 ,12.1 ,26.1 ,0.0 ,4.2 ,1.8 ,26.0 ,62.1 ,1009.5 ,1019.6 ,9.8 ,13.2 ,3.1 ,17.3 ,1524 ,898 ,394 ,1599 
2015-10-16,17.5 ,13.2 ,24.2 ,0.0 ,4.0 ,1.8 ,39.0 ,71.0 ,1009.5 ,1019.7 ,7.6 ,10.0 ,2.4 ,18.1 ,1599 ,1524 ,898 ,1745 
2015-10-17,18.7 ,12.4 ,26.6 ,0.0 ,4.3 ,1.7 ,24.0 ,64.8 ,1010.4 ,1020.5 ,10.2 ,13.8 ,0.0 ,18.1 ,1745 ,1599 ,1524 ,1821 
2015-10-18,17.9 ,12.4 ,24.2 ,0.0 ,3.8 ,1.3 ,32.0 ,65.1 ,1010.0 ,1020.1 ,9.0 ,11.7 ,0.1 ,17.6 ,1821 ,1745 ,1599 ,2028 
2015-10-19,18.1 ,13.6 ,23.9 ,0.0 ,4.0 ,2.0 ,34.0 ,67.4 ,1007.2 ,1017.2 ,7.6 ,10.7 ,0.5 ,18.1 ,2028 ,1821 ,1745 ,2131 
2015-10-20,18.8 ,15.4 ,25.1 ,0.0 ,4.1 ,1.6 ,41.0 ,69.5 ,1007.0 ,1017.0 ,6.9 ,10.8 ,2.9 ,19.3 ,2131 ,2028 ,1821 ,2489 
2015-10-21,17.9 ,13.9 ,22.7 ,0.0 ,3.8 ,1.6 ,49.0 ,72.5 ,1009.0 ,1019.1 ,6.7 ,9.9 ,0.0 ,18.6 ,2489 ,2131 ,2028 ,2338 
2015-10-22,17.5 ,14.5 ,23.1 ,0.0 ,4.3 ,2.2 ,47.0 ,64.8 ,1010.3 ,1020.4 ,4.6 ,9.2 ,2.1 ,18.2 ,2338 ,2489 ,2131 ,2604 
2015-10-23,17.5 ,15.2 ,21.4 ,0.0 ,4.9 ,2.4 ,47.0 ,69.1 ,1008.7 ,1018.9 ,4.1 ,7.2 ,6.1 ,18.6 ,2604 ,2338 ,2489 ,2422 
2015-10-24,16.9 ,13.2 ,22.0 ,10.5 ,4.9 ,2.5 ,32.0 ,64.4 ,1008.3 ,1018.5 ,6.9 ,10.5 ,4.4 ,17.8 ,2422 ,2604 ,2338 ,4177 
2015-10-25,16.3 ,12.1 ,22.8 ,0.0 ,4.2 ,2.1 ,32.0 ,51.0 ,1013.4 ,1023.6 ,8.6 ,13.0 ,0.9 ,15.9 ,4177 ,2422 ,2604 ,2153 
2015-10-26,15.0 ,12.0 ,18.7 ,2.0 ,4.6 ,2.4 ,47.0 ,66.8 ,1008.6 ,1018.8 ,2.4 ,7.1 ,8.5 ,15.2 ,2153 ,4177 ,2422 ,1785 
2015-10-27,12.1 ,7.7 ,15.9 ,26.5 ,6.7 ,3.2 ,38.0 ,69.3 ,1001.4 ,1011.7 ,7.0 ,9.2 ,4.6 ,14.4 ,1785 ,2153 ,4177 ,1212 
2015-10-28,9.9 ,5.6 ,15.8 ,0.0 ,5.9 ,2.5 ,31.0 ,49.0 ,1009.3 ,1019.7 ,9.7 ,13.0 ,0.3 ,11.4 ,1212 ,1785 ,2153 ,252 
2015-10-29,8.4 ,3.2 ,14.7 ,0.5 ,7.1 ,2.4 ,24.0 ,50.4 ,1012.2 ,1022.7 ,7.0 ,10.9 ,2.0 ,9.8 ,252 ,1212 ,1785 ,326 
2015-10-30,5.4 ,1.7 ,10.4 ,0.0 ,6.8 ,2.6 ,26.0 ,41.8 ,1017.1 ,1027.8 ,9.7 ,13.6 ,0.1 ,8.2 ,326 ,252 ,1212 ,151 
2015-10-31,5.7 ,1.1 ,12.3 ,0.0 ,5.2 ,2.1 ,23.0 ,42.5 ,1019.2 ,1029.9 ,9.7 ,13.5 ,0.0 ,7.5 ,151 ,326 ,252 ,27 
2016-04-22,13.5 ,10.1 ,18.6 ,0.0 ,5.8 ,2.6 ,64.0 ,83.4 ,999.0 ,1009.2 ,2.0 ,7.8 ,7.6 ,15.5 ,1047 ,921 ,185 ,1292 
2016-04-23,13.5 ,7.8 ,19.8 ,0.0 ,5.1 ,2.1 ,14.0 ,52.1 ,1003.4 ,1013.6 ,7.9 ,16.8 ,6.3 ,18.0 ,1292 ,1047 ,258 ,740 
2016-04-24,15.5 ,8.1 ,23.7 ,0.0 ,5.6 ,1.9 ,13.0 ,39.6 ,1005.0 ,1015.1 ,11.4 ,22.6 ,2.3 ,21.0 ,740 ,1292 ,921 ,1161 
2016-04-25,17.2 ,10.2 ,25.3 ,0.0 ,4.6 ,1.7 ,14.0 ,34.8 ,1007.4 ,1017.5 ,11.9 ,21.2 ,0.8 ,21.3 ,1161 ,740 ,1047 ,1324 
2016-04-26,21.1 ,12.1 ,29.6 ,0.0 ,4.7 ,2.0 ,18.0 ,34.8 ,1004.1 ,1014.0 ,9.9 ,19.7 ,5.9 ,21.8 ,1324 ,1161 ,1292 ,1633 
2016-04-27,17.2 ,14.5 ,20.7 ,0.0 ,5.4 ,3.6 ,23.0 ,32.0 ,999.3 ,1009.3 ,0.0 ,8.4 ,9.6 ,17.8 ,1633 ,1324 ,740 ,1843 
2016-04-28,17.2 ,12.4 ,23.0 ,0.0 ,4.4 ,2.0 ,22.0 ,34.4 ,997.3 ,1007.3 ,9.4 ,19.0 ,6.4 ,22.3 ,1843 ,1633 ,1161 ,1529 
2016-05-07,16.5 ,10.7 ,22.6 ,0.0 ,5.7 ,2.6 ,29.0 ,60.3 ,1004.0 ,1014.1 ,12.4 ,23.9 ,2.0 ,19.3 ,2687 ,1965 ,2123 ,1228 
2016-05-08,19.4 ,11.6 ,26.8 ,0.0 ,5.4 ,2.1 ,23.0 ,44.8 ,1005.8 ,1015.8 ,11.5 ,23.5 ,5.4 ,20.8 ,1228 ,2687 ,200 ,2381 
2016-05-09,20.2 ,16.3 ,25.4 ,0.0 ,5.2 ,2.0 ,22.0 ,43.0 ,1000.6 ,1010.5 ,5.4 ,17.4 ,8.3 ,23.1 ,2381 ,1228 ,1965 ,2709 
2016-05-10,14.5 ,12.5 ,18.1 ,13.5 ,5.0 ,2.3 ,54.0 ,82.4 ,997.0 ,1007.1 ,0.1 ,4.6 ,9.1 ,16.9 ,2709 ,2381 ,2687 ,2182 
2016-05-11,16.4 ,10.4 ,23.5 ,0.0 ,5.3 ,2.0 ,35.0 ,60.9 ,999.4 ,1009.5 ,12.9 ,24.4 ,2.0 ,21.2 ,2182 ,2709 ,1228 ,1883 
2016-05-12,17.8 ,12.1 ,24.0 ,0.0 ,5.6 ,2.7 ,36.0 ,62.4 ,1002.9 ,1012.9 ,12.5 ,23.9 ,3.3 ,22.2 ,1883 ,2182 ,2381 ,2376 
2016-05-13,18.6 ,12.7 ,25.4 ,0.5 ,4.8 ,2.1 ,29.0 ,57.0 ,1009.4 ,1019.5 ,11.6 ,24.9 ,3.6 ,24.0 ,2376 ,1883 ,2709 ,1942 
2016-05-14,20.2 ,15.1 ,26.9 ,0.0 ,5.6 ,2.3 ,21.0 ,47.1 ,1010.9 ,1020.9 ,11.1 ,23.8 ,5.5 ,24.7 ,1942 ,2376 ,2182 ,2838 
2016-05-15,17.4 ,12.3 ,24.2 ,45.0 ,6.2 ,2.7 ,38.0 ,73.9 ,999.4 ,1009.4 ,4.5 ,12.5 ,9.0 ,20.1 ,2838 ,1942 ,1883 ,3341 
2016-05-16,15.9 ,10.8 ,21.9 ,2.5 ,6.1 ,3.2 ,24.0 ,57.0 ,999.7 ,1009.8 ,12.3 ,24.5 ,3.0 ,20.6 ,3341 ,2838 ,2376 ,3673 
2016-05-17,19.3 ,10.9 ,26.6 ,0.0 ,3.9 ,1.9 ,21.0 ,48.8 ,1005.7 ,1015.7 ,13.1 ,24.7 ,0.0 ,23.6 ,3673 ,3341 ,1942 ,3103 
2016-05-18,22.3 ,13.5 ,29.5 ,0.0 ,4.6 ,1.9 ,16.0 ,40.3 ,1008.0 ,1018.0 ,13.2 ,25.8 ,0.5 ,26.9 ,3103 ,3673 ,2838 ,7318 
2016-05-19,24.3 ,16.3 ,31.9 ,0.0 ,4.5 ,1.6 ,14.0 ,36.4 ,1007.2 ,1017.0 ,13.4 ,25.0 ,0.0 ,29.6 ,7318 ,3103 ,3341 ,3896 
2016-05-20,24.0 ,16.8 ,31.6 ,0.0 ,4.3 ,1.8 ,10.0 ,32.0 ,1007.2 ,1017.0 ,12.8 ,23.5 ,0.6 ,28.4 ,3896 ,7318 ,3673 ,4433 
2016-05-21,24.1 ,17.8 ,30.4 ,0.0 ,3.5 ,2.0 ,12.0 ,23.8 ,1007.9 ,1017.7 ,12.4 ,24.1 ,2.6 ,29.3 ,4433 ,3896 ,3103 ,5112 
2016-05-22,24.7 ,17.6 ,31.7 ,0.0 ,3.6 ,1.9 ,17.0 ,35.0 ,1006.0 ,1015.8 ,11.8 ,24.6 ,2.8 ,30.8 ,5112 ,4433 ,7318 ,9818 
2016-05-23,23.3 ,18.3 ,29.4 ,0.0 ,4.8 ,2.1 ,25.0 ,43.0 ,1002.2 ,1012.0 ,7.7 ,17.7 ,7.5 ,28.1 ,9818 ,5112 ,3896 ,6076 
2016-05-24,16.8 ,15.4 ,21.8 ,38.5 ,6.0 ,2.6 ,46.0 ,82.6 ,996.9 ,1006.9 ,2.3 ,7.1 ,7.0 ,18.5 ,6076 ,9818 ,4433 ,5532 
2016-05-25,19.7 ,15.3 ,24.4 ,0.0 ,4.7 ,2.7 ,46.0 ,67.9 ,999.8 ,1009.7 ,5.1 ,15.6 ,6.9 ,21.1 ,5532 ,6076 ,5112 ,6788 
2016-05-26,19.4 ,17.5 ,22.9 ,0.0 ,4.3 ,1.8 ,52.0 ,72.0 ,1000.5 ,1010.4 ,1.5 ,8.3 ,8.1 ,19.4 ,6788 ,5532 ,9818 ,5275 
2016-05-27,20.9 ,14.8 ,27.1 ,0.0 ,3.8 ,1.7 ,28.0 ,61.3 ,1001.3 ,1011.3 ,8.3 ,20.7 ,7.1 ,23.2 ,5275 ,6788 ,6076 ,5975 
2016-05-28,21.7 ,17.2 ,28.0 ,0.0 ,4.5 ,2.1 ,36.0 ,56.1 ,997.9 ,1007.8 ,13.1 ,23.9 ,2.9 ,28.3 ,5975 ,5275 ,5532 ,6949 
2016-05-29,21.5 ,17.2 ,27.6 ,0.0 ,5.2 ,2.3 ,34.0 ,56.1 ,994.8 ,1004.6 ,8.7 ,20.7 ,4.1 ,27.6 ,6949 ,5975 ,6788 ,6220 
2016-05-30,22.1 ,16.9 ,28.9 ,0.0 ,6.0 ,2.4 ,26.0 ,57.3 ,996.9 ,1006.7 ,12.8 ,24.6 ,0.0 ,30.1 ,6220 ,6949 ,5275 ,5910 
2016-05-31,21.6 ,17.4 ,27.6 ,0.0 ,5.3 ,2.5 ,39.0 ,63.6 ,997.4 ,1007.3 ,11.6 ,22.0 ,2.9 ,27.9 ,5910 ,6220 ,5975 ,5403 
2016-06-01,23.3 ,17.1 ,29.9 ,0.0 ,4.6 ,2.1 ,23.0 ,45.8 ,997.4 ,1007.1 ,13.1 ,24.5 ,2.4 ,29.6 ,5403 ,5910 ,6949 ,6230 
2016-06-02,23.2 ,17.2 ,29.1 ,0.0 ,4.6 ,2.4 ,25.0 ,38.3 ,1000.0 ,1009.8 ,13.5 ,25.4 ,0.6 ,31.7 ,6230 ,5403 ,6220 ,6029 
2016-06-03,22.2 ,17.6 ,27.7 ,0.0 ,4.8 ,2.2 ,29.0 ,48.1 ,1000.9 ,1010.8 ,11.7 ,22.8 ,4.0 ,29.6 ,6029 ,6230 ,5910 ,9643 
2016-06-04,21.2 ,18.2 ,26.3 ,0.0 ,4.0 ,1.6 ,35.0 ,51.8 ,999.1 ,1008.9 ,2.7 ,11.2 ,7.5 ,25.7 ,9643 ,6029 ,5403 ,7316 
2016-06-05,24.7 ,17.3 ,32.2 ,0.0 ,4.4 ,1.7 ,21.0 ,47.3 ,1000.5 ,1010.3 ,11.8 ,24.4 ,3.5 ,33.7 ,7316 ,9643 ,6230 ,8140 
2016-06-06,23.3 ,20.8 ,28.4 ,0.0 ,3.8 ,2.3 ,31.0 ,49.1 ,1002.4 ,1012.2 ,4.6 ,15.6 ,7.4 ,28.0 ,8140 ,7316 ,6029 ,26441 
2016-06-07,21.7 ,19.6 ,25.9 ,0.1 ,4.6 ,1.7 ,50.0 ,69.5 ,1000.3 ,1010.2 ,2.3 ,9.4 ,6.8 ,22.8 ,26441 ,8140 ,9643 ,15775 
2016-06-08,22.1 ,18.2 ,27.7 ,0.0 ,4.7 ,2.3 ,43.0 ,65.9 ,999.7 ,1009.6 ,11.6 ,20.5 ,5.1 ,31.3 ,15775 ,26441 ,7316 ,6958 
2016-06-09,24.1 ,17.8 ,31.3 ,0.0 ,4.8 ,2.0 ,31.0 ,59.5 ,1000.9 ,1010.7 ,12.4 ,22.8 ,1.4 ,32.8 ,6958 ,15775 ,8140 ,7232 
2016-06-10,24.6 ,20.2 ,31.3 ,0.0 ,5.5 ,2.2 ,36.0 ,60.9 ,1001.6 ,1011.4 ,12.1 ,21.7 ,2.1 ,32.6 ,7232 ,6958 ,26441 ,6237 
2016-06-11,23.5 ,20.9 ,26.5 ,3.0 ,3.9 ,1.7 ,54.0 ,74.3 ,1000.1 ,1009.9 ,0.7 ,7.8 ,8.3 ,25.9 ,6237 ,7232 ,15775 ,5676 
2016-06-12,23.5 ,19.9 ,26.7 ,1.5 ,4.0 ,2.1 ,60.0 ,79.4 ,995.6 ,1005.4 ,3.9 ,10.5 ,8.3 ,25.4 ,5676 ,6237 ,6958 ,5469 
2016-06-13,23.5 ,19.4 ,29.6 ,0.0 ,5.0 ,2.4 ,45.0 ,70.5 ,992.2 ,1001.9 ,9.2 ,19.9 ,5.1 ,27.5 ,5469 ,5676 ,7232 ,6247 
2016-06-14,23.8 ,19.7 ,29.5 ,0.0 ,5.2 ,2.1 ,44.0 ,62.5 ,992.9 ,1002.6 ,7.8 ,19.5 ,6.0 ,31.8 ,6247 ,5469 ,6237 ,5100 
2016-06-15,20.9 ,17.4 ,24.5 ,15.5 ,5.3 ,2.7 ,58.0 ,81.8 ,990.5 ,1000.3 ,1.9 ,7.1 ,9.0 ,20.8 ,5100 ,6247 ,5676 ,4112 
2016-06-16,20.9 ,18.6 ,24.9 ,0.0 ,5.5 ,2.8 ,51.0 ,73.5 ,990.3 ,1000.1 ,7.0 ,13.8 ,6.9 ,22.4 ,4112 ,5100 ,5469 ,3632 
2016-06-17,23.8 ,18.6 ,29.1 ,0.0 ,5.1 ,2.5 ,42.0 ,63.1 ,998.0 ,1007.8 ,12.0 ,22.4 ,2.5 ,28.6 ,3632 ,4112 ,6247 ,5415 
2016-06-18,24.5 ,20.1 ,29.9 ,0.0 ,6.0 ,1.8 ,39.0 ,58.0 ,1001.3 ,1011.1 ,12.5 ,22.5 ,1.3 ,31.4 ,5415 ,3632 ,5100 ,5483 
2016-06-19,24.1 ,20.3 ,29.3 ,0.0 ,5.3 ,1.9 ,46.0 ,64.5 ,998.1 ,1007.8 ,8.8 ,18.4 ,4.4 ,30.0 ,5483 ,5415 ,4112 ,7859 
2016-06-20,24.7 ,19.6 ,30.7 ,0.0 ,3.6 ,1.7 ,40.0 ,66.0 ,996.7 ,1006.4 ,6.3 ,16.9 ,6.8 ,29.3 ,7859 ,5483 ,3632 ,6398 
2016-06-21,26.0 ,21.0 ,31.3 ,0.0 ,4.3 ,1.7 ,36.0 ,60.1 ,996.8 ,1006.5 ,7.2 ,16.4 ,6.1 ,30.6 ,6398 ,7859 ,5415 ,6400 
2016-06-22,24.3 ,20.9 ,30.2 ,30.5 ,6.8 ,2.0 ,48.0 ,75.1 ,995.5 ,1005.2 ,1.0 ,8.6 ,6.4 ,26.2 ,6400 ,6398 ,5483 ,6213 
2016-06-23,24.7 ,19.6 ,29.4 ,0.1 ,6.3 ,2.1 ,51.0 ,71.0 ,995.9 ,1005.6 ,7.3 ,16.5 ,5.0 ,26.1 ,6213 ,6400 ,7859 ,7008 
2016-06-24,23.1 ,21.1 ,25.7 ,3.5 ,5.3 ,2.0 ,56.0 ,75.8 ,989.7 ,999.4 ,3.2 ,8.8 ,7.3 ,23.4 ,7008 ,6213 ,6398 ,7509 
2016-06-25,22.8 ,19.2 ,26.7 ,0.0 ,5.9 ,2.8 ,43.0 ,63.1 ,993.1 ,1002.8 ,9.1 ,18.5 ,4.5 ,24.9 ,7509 ,7008 ,6400 ,7299 
2016-06-26,24.4 ,19.4 ,30.3 ,0.0 ,5.2 ,2.7 ,27.0 ,58.4 ,998.7 ,1008.4 ,13.4 ,25.6 ,0.8 ,30.5 ,7299 ,7509 ,6213 ,7687 
2016-06-27,24.4 ,19.9 ,29.5 ,0.0 ,4.3 ,1.6 ,30.0 ,55.5 ,999.8 ,1009.6 ,5.0 ,13.7 ,6.6 ,28.3 ,7687 ,7299 ,7008 ,8328 
2016-06-28,24.7 ,20.4 ,29.7 ,0.0 ,4.4 ,1.8 ,34.0 ,61.1 ,1000.5 ,1010.3 ,9.2 ,17.9 ,5.0 ,27.9 ,8328 ,7687 ,7509 ,7782 
2016-06-29,25.3 ,20.9 ,30.2 ,0.0 ,4.7 ,2.2 ,40.0 ,58.0 ,1000.3 ,1010.1 ,7.5 ,17.6 ,6.9 ,30.9 ,7782 ,8328 ,7299 ,7621 
